SampleID	Chr	Start	End	Gene
17342sorted	6	160840251	160840253	SLC22A3
17342sorted	7	6013029	6013174	PMS2
17342sorted	7	6017218	6017389	PMS2
17342sorted	7	6018226	6018328	PMS2
17342sorted	7	50466303	50466305	IKZF1
17342sorted	7	55086970	55087059	EGFR
17342sorted	7	86983714	86983716	CROT
17342sorted	7	97816326	97816328	LMTK2
17342sorted	8	30947980	30948049	WRN
17342sorted	8	30948349	30948459	WRN
17342sorted	8	30977758	30977941	WRN
17342sorted	8	30982423	30982517	WRN
17342sorted	8	31024537	31024747	WRN
17342sorted	8	32432368	32432370	NRG1
17342sorted	8	71012810	71012812	rs1106334
17342sorted	8	128093296	128093298	rs1016343
17342sorted	8	128320345	128320347	rs16902094
17342sorted	8	128718067	128718069	rs9642880
17342sorted	8	145742985	145743020	RECQL4
17342sorted	8	145743084	145743169	RECQL4
17342sorted	9	5070830	5070832	JAK2
17342sorted	9	16915020	16915022	rs3814113
17342sorted	9	22033365	22033367	CDKN2B-AS1
17342sorted	9	22043925	22043927	CDKN2B-AS1
17342sorted	9	35079147	35079239	FANCG
17342sorted	9	110888477	110888479	rs865686
17342sorted	9	135782687	135782758	TSC1
17342sorted	10	43572706	43572780	RET
17342sorted	10	51524970	51524972	TIMM23B
17342sorted	10	51549495	51549497	TIMM23B
17342sorted	10	63723576	63723578	ARID5B
17342sorted	10	63752158	63752160	ARID5B
17342sorted	10	88516384	88516688	BMPR1A
17342sorted	10	89690802	89690847	PTEN
17342sorted	10	120278943	120278945	rs12413624
17342sorted	10	123337334	123337336	FGFR2
17342sorted	10	129200963	129200965	DOCK1
17342sorted	11	8252852	8252854	LMO1
17342sorted	11	47259688	47259735	DDB2
17342sorted	11	56175670	56175672	rs1945213
17342sorted	11	69328763	69328765	rs614367
17342sorted	11	111171708	111171710	C11orf92
17342sorted	12	26453282	26453284	rs718314
17342sorted	12	49676009	49676011	rs10875943
17342sorted	12	88953560	88953562	KITLG
17342sorted	12	112168008	112168010	ACAD10
17342sorted	12	112521447	112521449	NAA25
17342sorted	12	112817782	112817784	C12orf51
17342sorted	12	121431322	121431510	HNF1A
17342sorted	13	24205194	24205196	TNFRSF19
17342sorted	13	24293858	24293860	rs753955
17342sorted	13	32903579	32903630	BRCA2
17342sorted	13	32905055	32905168	BRCA2
17342sorted	13	32906408	32907525	BRCA2
17342sorted	13	32920963	32921034	BRCA2
17342sorted	13	48878048	48878186	RB1
17342sorted	13	48921960	48922000	RB1
17342sorted	13	48923091	48923160	RB1
17342sorted	13	48934152	48934264	RB1
17342sorted	13	48953729	48953787	RB1
17342sorted	13	48954188	48954221	RB1
17342sorted	13	48954300	48954378	RB1
17342sorted	13	73728138	73728140	rs9600079
17342sorted	13	73908845	73908847	rs9573163
17342sorted	13	73916627	73916629	rs9543325
17342sorted	14	36649245	36649247	rs944289
17342sorted	14	65568263	65568291	MAX
17342sorted	15	32994755	32994757	rs4779584
17342sorted	15	47873548	47873550	SEMA6D
17342sorted	15	70018989	70018991	rs7176508
17342sorted	15	78806022	78806024	AGPHD1
17342sorted	15	78908031	78908033	CHRNA3
17342sorted	15	89816607	89816701	FANCI
17342sorted	16	68771318	68771367	CDH1
17342sorted	16	89755902	89755904	CDK10
17342sorted	16	89874701	89874776	FANCA
17342sorted	17	7572926	7573009	TP53
17342sorted	17	7573926	7574034	TP53
17342sorted	17	7576852	7576927	TP53
17342sorted	17	7577018	7577156	TP53
17342sorted	17	7577498	7577609	TP53
17342sorted	17	7578176	7578290	TP53
17342sorted	17	7578370	7578555	TP53
17342sorted	17	7579311	7579591	TP53
17342sorted	17	7579838	7579913	TP53
17342sorted	17	7590683	7590868	TP53
17342sorted	17	29557859	29557944	NF1
17342sorted	17	36098039	36098041	HNF1B
17342sorted	17	36101155	36101157	HNF1B
17342sorted	17	41209068	41209153	BRCA1
17342sorted	17	41249260	41249307	BRCA1
17342sorted	17	69108752	69108754	rs1859962
17342sorted	17	74473261	74473381	RHBDF2
17342sorted	18	43309910	43309912	SLC14A1
17342sorted	19	38735612	38735614	rs8102476
17342sorted	19	45856003	45856075	ERCC2
17342sorted	19	45856340	45856414	ERCC2
17342sorted	19	45860527	45860630	ERCC2
17342sorted	19	45872327	45872406	ERCC2
17342sorted	21	42746080	42746082	TMPRSS3
17342sorted	22	24129356	24129450	SMARCB1
17342sorted	22	29130011	29130013	CHEK2
17342sorted	22	48929568	48929570	FAM19A5
17343sorted	1	150860470	150860472	rs7412746
17343sorted	1	228997834	228997836	rs801114
17343sorted	2	231091222	231091224	SP140
17343sorted	3	10085512	10085549	FANCD2
17343sorted	3	10106412	10106560	FANCD2
17343sorted	3	27416012	27416014	SLC4A7
17343sorted	3	37627111	37627113	ITGA9
17343sorted	3	87173323	87173325	rs17181170
17343sorted	3	170130101	170130103	rs10936632
17343sorted	5	1279789	1279791	TERT
17343sorted	5	44365544	44365546	FGF10
17343sorted	5	148904091	148904093	CSNK1A1
17343sorted	7	6013029	6013174	PMS2
17343sorted	7	6017218	6017389	PMS2
17343sorted	7	6018226	6018328	PMS2
17343sorted	7	86983714	86983716	CROT
17343sorted	8	128424791	128424793	rs7014346
17343sorted	8	145742985	145743020	RECQL4
17343sorted	8	145743084	145743169	RECQL4
17343sorted	10	63723576	63723578	ARID5B
17343sorted	10	88516384	88516688	BMPR1A
17343sorted	10	104263909	104264092	SUFU
17343sorted	11	2233573	2233575	rs7127900
17343sorted	11	8252852	8252854	LMO1
17343sorted	11	68994666	68994668	rs10896449
17343sorted	11	111171708	111171710	C11orf92
17343sorted	12	14653866	14653868	rs2900333
17343sorted	12	26453282	26453284	rs718314
17343sorted	12	125320849	125320851	SCARB1
17343sorted	13	48878048	48878186	RB1
17343sorted	13	73908845	73908847	rs9573163
17343sorted	14	36649245	36649247	rs944289
17343sorted	15	32994755	32994757	rs4779584
17343sorted	15	78908031	78908033	CHRNA3
17343sorted	16	52586340	52586342	rs3803662
17343sorted	16	52635163	52635165	rs3112612
17343sorted	16	89882944	89883024	FANCA
17343sorted	17	36098039	36098041	HNF1B
17343sorted	17	74473261	74473381	RHBDF2
17343sorted	18	43309910	43309912	SLC14A1
17343sorted	19	38735612	38735614	rs8102476
17343sorted	20	6404280	6404282	rs961253
17343sorted	21	30717736	30717738	BACH1
17343sorted	21	42746080	42746082	TMPRSS3
17356sorted	1	161284195	161284216	SDHC
17356sorted	1	228997834	228997836	rs801114
17356sorted	1	241682890	241683023	FH
17356sorted	2	8178734	8178736	LINC00299
17356sorted	2	46537603	46537605	EPAS1
17356sorted	2	47596644	47596721	EPCAM
17356sorted	2	48010372	48010633	MSH6
17356sorted	2	215674124	215674305	BARD1
17356sorted	3	10091057	10091190	FANCD2
17356sorted	3	10183531	10183872	VHL
17356sorted	3	14219965	14220069	XPC
17356sorted	3	27416012	27416014	SLC4A7
17356sorted	3	41925397	41925399	ULK4
17356sorted	3	128205645	128205875	GATA2
17356sorted	3	151899703	151899705	rs161792
17356sorted	3	170130101	170130103	rs10936632
17356sorted	3	189356260	189356262	TP63
17356sorted	4	41747823	41748340	PHOX2B
17356sorted	4	106061533	106061535	rs7679673
17356sorted	5	1895828	1895830	rs12653946
17356sorted	5	44662514	44662516	rs4415084
17356sorted	5	58407770	58407772	PDE4D
17356sorted	6	22140003	22140005	rs6939340
17356sorted	6	35420322	35420571	FANCE
17356sorted	7	6013029	6013174	PMS2
17356sorted	7	6017218	6017389	PMS2
17356sorted	7	6018226	6018328	PMS2
17356sorted	7	50466303	50466305	IKZF1
17356sorted	7	55086970	55087059	EGFR
17356sorted	7	86983714	86983716	CROT
17356sorted	7	97816326	97816328	LMTK2
17356sorted	8	90996752	90996790	NBN
17356sorted	8	128320345	128320347	rs16902094
17356sorted	8	128323180	128323182	rs445114
17356sorted	8	128539359	128539361	rs7837688
17356sorted	8	145738600	145738865	RECQL4
17356sorted	8	145742797	145742893	RECQL4
17356sorted	8	145742985	145743020	RECQL4
17356sorted	8	145743084	145743169	RECQL4
17356sorted	9	21994137	21994331	CDKN2A
17356sorted	9	100459402	100459575	XPA
17356sorted	10	43572706	43572780	RET
17356sorted	10	43600399	43600642	RET
17356sorted	10	51549495	51549497	TIMM23B
17356sorted	10	63723576	63723578	ARID5B
17356sorted	10	88516384	88516688	BMPR1A
17356sorted	10	120278943	120278945	rs12413624
17356sorted	11	2233573	2233575	rs7127900
17356sorted	11	2905233	2905365	CDKN1C
17356sorted	11	2905899	2906720	CDKN1C
17356sorted	11	8252852	8252854	LMO1
17356sorted	11	32449501	32449605	WT1
17356sorted	11	32456245	32456892	WT1
17356sorted	11	83620786	83620788	DLG2
17356sorted	12	26453282	26453284	rs718314
17356sorted	12	49676009	49676011	rs10875943
17356sorted	12	112521447	112521449	NAA25
17356sorted	13	24127209	24127211	rs1572072
17356sorted	13	32889599	32889816	BRCA2
17356sorted	13	48878048	48878186	RB1
17356sorted	14	36649245	36649247	rs944289
17356sorted	14	96103098	96103100	rs4905366
17356sorted	15	32994755	32994757	rs4779584
17356sorted	15	47873548	47873550	SEMA6D
17356sorted	16	2097454	2098078	NTHL1
17356sorted	16	2121784	2121936	TSC2
17356sorted	16	3646153	3646395	SLX4
17356sorted	16	51098426	51098428	rs1528601
17356sorted	16	52586340	52586342	rs3803662
17356sorted	16	68771318	68771367	CDH1
17356sorted	16	89882944	89883024	FANCA
17356sorted	17	17140214	17140465	FLCN
17356sorted	17	29422327	29422388	NF1
17356sorted	17	33446550	33446633	RAD51D
17356sorted	17	74473261	74473381	RHBDF2
17356sorted	18	48556571	48557005	SMAD4
17356sorted	19	1220579	1220717	STK11
17356sorted	19	1221947	1222006	STK11
17356sorted	19	33792243	33793321	CEBPA
17356sorted	19	45867000	45867170	ERCC2
17356sorted	19	45867243	45867378	ERCC2
17356sorted	19	45873793	45873799	ERCC2
17356sorted	20	6404280	6404282	rs961253
17356sorted	21	36259139	36259394	RUNX1
17356sorted	21	36357860	36357862	RUNX1
17356sorted	21	42746080	42746082	TMPRSS3
17356sorted	22	24129356	24129450	SMARCB1
17357sorted	1	150860470	150860472	rs7412746
17357sorted	1	228997834	228997836	rs801114
17357sorted	1	241682890	241683023	FH
17357sorted	2	48010372	48010633	MSH6
17357sorted	2	202162810	202162812	ALS2CR12
17357sorted	2	215635793	215635795	BARD1
17357sorted	2	223845941	223845943	rs7584993
17357sorted	3	10091057	10091190	FANCD2
17357sorted	3	10183531	10183872	VHL
17357sorted	3	37627111	37627113	ITGA9
17357sorted	3	128205645	128205875	GATA2
17357sorted	3	151899703	151899705	rs161792
17357sorted	3	170130101	170130103	rs10936632
17357sorted	3	189356260	189356262	TP63
17357sorted	4	95562876	95562878	PDLIM5
17357sorted	4	106061533	106061535	rs7679673
17357sorted	5	1895828	1895830	rs12653946
17357sorted	5	40791883	40791885	PRKAA1
17357sorted	5	44365544	44365546	FGF10
17357sorted	5	56031883	56031885	rs889312
17357sorted	5	148904091	148904093	CSNK1A1
17357sorted	6	411063	411065	IRF4
17357sorted	6	22140003	22140005	rs6939340
17357sorted	6	35420322	35420571	FANCE
17357sorted	7	6013029	6013174	PMS2
17357sorted	7	6017218	6017389	PMS2
17357sorted	7	6018226	6018328	PMS2
17357sorted	7	50466303	50466305	IKZF1
17357sorted	7	55086970	55087059	EGFR
17357sorted	7	86983714	86983716	CROT
17357sorted	7	97816326	97816328	LMTK2
17357sorted	8	32432368	32432370	NRG1
17357sorted	8	128320345	128320347	rs16902094
17357sorted	8	128407442	128407444	rs10505477
17357sorted	8	128424791	128424793	rs7014346
17357sorted	8	145742797	145742893	RECQL4
17357sorted	8	145742985	145743020	RECQL4
17357sorted	8	145743084	145743169	RECQL4
17357sorted	9	100459402	100459575	XPA
17357sorted	9	100556108	100556110	rs965513
17357sorted	10	43572706	43572780	RET
17357sorted	10	51549495	51549497	TIMM23B
17357sorted	10	63723576	63723578	ARID5B
17357sorted	10	63752158	63752160	ARID5B
17357sorted	10	88516384	88516688	BMPR1A
17357sorted	10	104263909	104264092	SUFU
17357sorted	11	2233573	2233575	rs7127900
17357sorted	11	2905233	2905365	CDKN1C
17357sorted	11	68994666	68994668	rs10896449
17357sorted	11	83620786	83620788	DLG2
17357sorted	11	89011045	89011047	TYR
17357sorted	12	14653866	14653868	rs2900333
17357sorted	12	26453282	26453284	rs718314
17357sorted	12	49676009	49676011	rs10875943
17357sorted	12	88953560	88953562	KITLG
17357sorted	12	112521447	112521449	NAA25
17357sorted	12	125320849	125320851	SCARB1
17357sorted	13	24127209	24127211	rs1572072
17357sorted	13	48878048	48878186	RB1
17357sorted	13	73908845	73908847	rs9573163
17357sorted	14	96103098	96103100	rs4905366
17357sorted	15	32994755	32994757	rs4779584
17357sorted	15	47873548	47873550	SEMA6D
17357sorted	15	78908031	78908033	CHRNA3
17357sorted	16	2097454	2098078	NTHL1
17357sorted	16	68771318	68771367	CDH1
17357sorted	16	89882944	89883024	FANCA
17357sorted	17	29422327	29422388	NF1
17357sorted	17	74473261	74473381	RHBDF2
17357sorted	19	38735612	38735614	rs8102476
17357sorted	19	45867243	45867378	ERCC2
17357sorted	21	36259139	36259394	RUNX1
17357sorted	22	48929568	48929570	FAM19A5
17358sorted	1	11046854	11046856	rs9430161
17358sorted	1	150860470	150860472	rs7412746
17358sorted	1	228997834	228997836	rs801114
17358sorted	1	241682890	241683023	FH
17358sorted	2	8178734	8178736	LINC00299
17358sorted	2	15729819	15729821	rs3755132
17358sorted	2	46537603	46537605	EPAS1
17358sorted	2	47596644	47596721	EPCAM
17358sorted	2	48010372	48010633	MSH6
17358sorted	2	223845941	223845943	rs7584993
17358sorted	3	10183531	10183872	VHL
17358sorted	3	14219965	14220069	XPC
17358sorted	3	27416012	27416014	SLC4A7
17358sorted	3	37627111	37627113	ITGA9
17358sorted	3	128205645	128205875	GATA2
17358sorted	3	151899703	151899705	rs161792
17358sorted	3	170130101	170130103	rs10936632
17358sorted	3	189356260	189356262	TP63
17358sorted	4	95562876	95562878	PDLIM5
17358sorted	5	1895828	1895830	rs12653946
17358sorted	5	40791883	40791885	PRKAA1
17358sorted	5	44365544	44365546	FGF10
17358sorted	5	148904091	148904093	CSNK1A1
17358sorted	6	22140003	22140005	rs6939340
17358sorted	6	35420322	35420571	FANCE
17358sorted	6	127600629	127600631	RNF146
17358sorted	7	6013029	6013174	PMS2
17358sorted	7	50466303	50466305	IKZF1
17358sorted	7	55086970	55087059	EGFR
17358sorted	7	86983714	86983716	CROT
17358sorted	7	97816326	97816328	LMTK2
17358sorted	8	18272880	18272882	rs1495741
17358sorted	8	128407442	128407444	rs10505477
17358sorted	8	128424791	128424793	rs7014346
17358sorted	8	145742797	145742893	RECQL4
17358sorted	8	145742985	145743020	RECQL4
17358sorted	8	145743084	145743169	RECQL4
17358sorted	9	22033365	22033367	CDKN2B-AS1
17358sorted	9	100459402	100459575	XPA
17358sorted	9	100556108	100556110	rs965513
17358sorted	10	43572706	43572780	RET
17358sorted	10	51549495	51549497	TIMM23B
17358sorted	10	63723576	63723578	ARID5B
17358sorted	10	64580574	64580576	EGR2
17358sorted	10	88516384	88516688	BMPR1A
17358sorted	10	104263909	104264092	SUFU
17358sorted	11	2233573	2233575	rs7127900
17358sorted	11	2905233	2905365	CDKN1C
17358sorted	11	8252852	8252854	LMO1
17358sorted	11	56175670	56175672	rs1945213
17358sorted	11	74345549	74345551	POLD3
17358sorted	11	83620786	83620788	DLG2
17358sorted	11	111171708	111171710	C11orf92
17358sorted	12	14653866	14653868	rs2900333
17358sorted	12	88890670	88890672	KITLG
17358sorted	12	88953560	88953562	KITLG
17358sorted	12	88953958	88953960	KITLG
17358sorted	13	24127209	24127211	rs1572072
17358sorted	13	24205194	24205196	TNFRSF19
17358sorted	13	24293858	24293860	rs753955
17358sorted	13	48878048	48878186	RB1
17358sorted	13	73908845	73908847	rs9573163
17358sorted	14	36649245	36649247	rs944289
17358sorted	14	96103098	96103100	rs4905366
17358sorted	15	47873548	47873550	SEMA6D
17358sorted	15	78908031	78908033	CHRNA3
17358sorted	16	2097454	2098078	NTHL1
17358sorted	16	52635163	52635165	rs3112612
17358sorted	16	68771318	68771367	CDH1
17358sorted	16	89882944	89883024	FANCA
17358sorted	17	29422327	29422388	NF1
17358sorted	17	74473261	74473381	RHBDF2
17358sorted	21	36259139	36259394	RUNX1
17358sorted	22	24129356	24129450	SMARCB1
17359sorted	1	228997834	228997836	rs801114
17359sorted	2	47596644	47596721	EPCAM
17359sorted	2	215635793	215635795	BARD1
17359sorted	3	10091057	10091190	FANCD2
17359sorted	3	169082632	169082634	MECOM
17359sorted	3	170130101	170130103	rs10936632
17359sorted	3	189356260	189356262	TP63
17359sorted	4	106061533	106061535	rs7679673
17359sorted	5	1308551	1308553	rs4635969
17359sorted	5	40791883	40791885	PRKAA1
17359sorted	5	44365544	44365546	FGF10
17359sorted	5	44662514	44662516	rs4415084
17359sorted	5	58407770	58407772	PDE4D
17359sorted	7	6013029	6013174	PMS2
17359sorted	7	6017218	6017389	PMS2
17359sorted	7	6018226	6018328	PMS2
17359sorted	7	86983714	86983716	CROT
17359sorted	7	97816326	97816328	LMTK2
17359sorted	8	18272880	18272882	rs1495741
17359sorted	8	32432368	32432370	NRG1
17359sorted	8	128320345	128320347	rs16902094
17359sorted	8	128323180	128323182	rs445114
17359sorted	8	128424791	128424793	rs7014346
17359sorted	8	145742797	145742893	RECQL4
17359sorted	8	145742985	145743020	RECQL4
17359sorted	8	145743084	145743169	RECQL4
17359sorted	9	16915020	16915022	rs3814113
17359sorted	9	22033365	22033367	CDKN2B-AS1
17359sorted	9	100459402	100459575	XPA
17359sorted	10	8701218	8701220	rs10795668
17359sorted	10	43572706	43572780	RET
17359sorted	10	51549495	51549497	TIMM23B
17359sorted	10	63723576	63723578	ARID5B
17359sorted	10	63752158	63752160	ARID5B
17359sorted	10	104263909	104264092	SUFU
17359sorted	11	2233573	2233575	rs7127900
17359sorted	11	8252852	8252854	LMO1
17359sorted	11	69328763	69328765	rs614367
17359sorted	11	83620786	83620788	DLG2
17359sorted	11	89011045	89011047	TYR
17359sorted	12	14653866	14653868	rs2900333
17359sorted	12	26453282	26453284	rs718314
17359sorted	12	49676009	49676011	rs10875943
17359sorted	12	112521447	112521449	NAA25
17359sorted	12	125320849	125320851	SCARB1
17359sorted	13	48878048	48878186	RB1
17359sorted	15	32994755	32994757	rs4779584
17359sorted	15	47873548	47873550	SEMA6D
17359sorted	15	78908031	78908033	CHRNA3
17359sorted	16	52586340	52586342	rs3803662
17359sorted	16	52635163	52635165	rs3112612
17359sorted	16	68771318	68771367	CDH1
17359sorted	16	89807211	89807275	FANCA
17359sorted	16	89882944	89883024	FANCA
17359sorted	17	29422327	29422388	NF1
17359sorted	17	74470114	74470225	RHBDF2
17359sorted	19	38735612	38735614	rs8102476
17359sorted	19	45867243	45867378	ERCC2
17359sorted	21	42746080	42746082	TMPRSS3
17360sorted	1	150860470	150860472	rs7412746
17360sorted	1	228997834	228997836	rs801114
17360sorted	1	241682890	241683023	FH
17360sorted	2	8178734	8178736	LINC00299
17360sorted	2	46537603	46537605	EPAS1
17360sorted	2	47596644	47596721	EPCAM
17360sorted	2	48010372	48010633	MSH6
17360sorted	2	215635793	215635795	BARD1
17360sorted	2	218310339	218310341	DIRC3
17360sorted	3	10091057	10091190	FANCD2
17360sorted	3	10183531	10183872	VHL
17360sorted	3	14219965	14220069	XPC
17360sorted	3	17077267	17077269	PLCL2
17360sorted	3	41925397	41925399	ULK4
17360sorted	3	128205645	128205875	GATA2
17360sorted	3	151899703	151899705	rs161792
17360sorted	3	169082632	169082634	MECOM
17360sorted	3	170130101	170130103	rs10936632
17360sorted	3	189356260	189356262	TP63
17360sorted	3	189383182	189383184	TP63
17360sorted	4	84374479	84374481	HELQ
17360sorted	4	106061533	106061535	rs7679673
17360sorted	5	1895828	1895830	rs12653946
17360sorted	5	40791883	40791885	PRKAA1
17360sorted	5	44365544	44365546	FGF10
17360sorted	5	44662514	44662516	rs4415084
17360sorted	5	56031883	56031885	rs889312
17360sorted	5	58407770	58407772	PDE4D
17360sorted	5	148904091	148904093	CSNK1A1
17360sorted	6	411063	411065	IRF4
17360sorted	6	35420322	35420571	FANCE
17360sorted	6	160840251	160840253	SLC22A3
17360sorted	7	6013029	6013174	PMS2
17360sorted	7	6017218	6017389	PMS2
17360sorted	7	6018226	6018328	PMS2
17360sorted	7	50466303	50466305	IKZF1
17360sorted	7	55086970	55087059	EGFR
17360sorted	7	86983714	86983716	CROT
17360sorted	7	97816326	97816328	LMTK2
17360sorted	8	18272880	18272882	rs1495741
17360sorted	8	32432368	32432370	NRG1
17360sorted	8	128320345	128320347	rs16902094
17360sorted	8	128323180	128323182	rs445114
17360sorted	8	128424791	128424793	rs7014346
17360sorted	8	145742797	145742893	RECQL4
17360sorted	8	145742985	145743020	RECQL4
17360sorted	8	145743084	145743169	RECQL4
17360sorted	9	22033365	22033367	CDKN2B-AS1
17360sorted	9	22043925	22043927	CDKN2B-AS1
17360sorted	9	100459402	100459575	XPA
17360sorted	10	8701218	8701220	rs10795668
17360sorted	10	43572706	43572780	RET
17360sorted	10	51549495	51549497	TIMM23B
17360sorted	10	63723576	63723578	ARID5B
17360sorted	10	63752158	63752160	ARID5B
17360sorted	10	88516384	88516688	BMPR1A
17360sorted	10	104263909	104264092	SUFU
17360sorted	11	2233573	2233575	rs7127900
17360sorted	11	2905233	2905365	CDKN1C
17360sorted	11	69328763	69328765	rs614367
17360sorted	11	74345549	74345551	POLD3
17360sorted	11	83620786	83620788	DLG2
17360sorted	11	89011045	89011047	TYR
17360sorted	12	14653866	14653868	rs2900333
17360sorted	12	26453282	26453284	rs718314
17360sorted	12	49676009	49676011	rs10875943
17360sorted	12	88953560	88953562	KITLG
17360sorted	12	112521447	112521449	NAA25
17360sorted	12	125320849	125320851	SCARB1
17360sorted	13	48878048	48878186	RB1
17360sorted	13	73908845	73908847	rs9573163
17360sorted	15	32994755	32994757	rs4779584
17360sorted	15	47873548	47873550	SEMA6D
17360sorted	15	78908031	78908033	CHRNA3
17360sorted	16	2097454	2098078	NTHL1
17360sorted	16	52586340	52586342	rs3803662
17360sorted	16	52635163	52635165	rs3112612
17360sorted	16	68771318	68771367	CDH1
17360sorted	16	89807211	89807275	FANCA
17360sorted	16	89882944	89883024	FANCA
17360sorted	17	29422327	29422388	NF1
17360sorted	17	74473261	74473381	RHBDF2
17360sorted	19	38735612	38735614	rs8102476
17360sorted	19	45867243	45867378	ERCC2
17361sorted	1	150860470	150860472	rs7412746
17361sorted	1	228997834	228997836	rs801114
17361sorted	1	241682890	241683023	FH
17361sorted	2	15729819	15729821	rs3755132
17361sorted	2	46537603	46537605	EPAS1
17361sorted	2	47596644	47596721	EPCAM
17361sorted	2	48010372	48010633	MSH6
17361sorted	3	10091057	10091190	FANCD2
17361sorted	3	10183531	10183872	VHL
17361sorted	3	14219965	14220069	XPC
17361sorted	3	27416012	27416014	SLC4A7
17361sorted	3	41925397	41925399	ULK4
17361sorted	3	128205645	128205875	GATA2
17361sorted	3	151899703	151899705	rs161792
17361sorted	3	169082632	169082634	MECOM
17361sorted	3	170130101	170130103	rs10936632
17361sorted	3	189356260	189356262	TP63
17361sorted	4	106061533	106061535	rs7679673
17361sorted	5	1895828	1895830	rs12653946
17361sorted	5	44662514	44662516	rs4415084
17361sorted	5	56031883	56031885	rs889312
17361sorted	5	58407770	58407772	PDE4D
17361sorted	6	411063	411065	IRF4
17361sorted	6	22140003	22140005	rs6939340
17361sorted	6	35420322	35420571	FANCE
17361sorted	6	160840251	160840253	SLC22A3
17361sorted	7	6013029	6013174	PMS2
17361sorted	7	6017218	6017389	PMS2
17361sorted	7	6018226	6018328	PMS2
17361sorted	7	50466303	50466305	IKZF1
17361sorted	7	55086970	55087059	EGFR
17361sorted	7	86983714	86983716	CROT
17361sorted	7	97816326	97816328	LMTK2
17361sorted	8	32432368	32432370	NRG1
17361sorted	8	90996752	90996790	NBN
17361sorted	8	128320345	128320347	rs16902094
17361sorted	8	128424791	128424793	rs7014346
17361sorted	8	145742797	145742893	RECQL4
17361sorted	8	145742985	145743020	RECQL4
17361sorted	8	145743084	145743169	RECQL4
17361sorted	9	98268688	98268882	PTCH1
17361sorted	9	100459402	100459575	XPA
17361sorted	9	100556108	100556110	rs965513
17361sorted	10	43572706	43572780	RET
17361sorted	10	51549495	51549497	TIMM23B
17361sorted	10	88516384	88516688	BMPR1A
17361sorted	11	2233573	2233575	rs7127900
17361sorted	11	2905233	2905365	CDKN1C
17361sorted	11	8252852	8252854	LMO1
17361sorted	11	32456245	32456892	WT1
17361sorted	11	83620786	83620788	DLG2
17361sorted	12	14653866	14653868	rs2900333
17361sorted	12	26453282	26453284	rs718314
17361sorted	12	49676009	49676011	rs10875943
17361sorted	12	112521447	112521449	NAA25
17361sorted	13	24127209	24127211	rs1572072
17361sorted	13	24205194	24205196	TNFRSF19
17361sorted	13	32889599	32889816	BRCA2
17361sorted	13	48878048	48878186	RB1
17361sorted	14	36649245	36649247	rs944289
17361sorted	14	96103098	96103100	rs4905366
17361sorted	15	32994755	32994757	rs4779584
17361sorted	15	47873548	47873550	SEMA6D
17361sorted	15	78908031	78908033	CHRNA3
17361sorted	16	2097454	2098078	NTHL1
17361sorted	16	51098426	51098428	rs1528601
17361sorted	16	52586340	52586342	rs3803662
17361sorted	16	68771318	68771367	CDH1
17361sorted	16	89882944	89883024	FANCA
17361sorted	17	29422327	29422388	NF1
17361sorted	19	33792243	33793321	CEBPA
17361sorted	20	6404280	6404282	rs961253
17361sorted	21	36259139	36259394	RUNX1
17361sorted	21	36357860	36357862	RUNX1
17361sorted	21	42746080	42746082	TMPRSS3
17361sorted	22	24129356	24129450	SMARCB1
17361sorted	22	48929568	48929570	FAM19A5
17362sorted	1	161284195	161284216	SDHC
17362sorted	1	228997834	228997836	rs801114
17362sorted	1	241682890	241683023	FH
17362sorted	2	8178734	8178736	LINC00299
17362sorted	2	46537603	46537605	EPAS1
17362sorted	2	47596644	47596721	EPCAM
17362sorted	2	48010372	48010633	MSH6
17362sorted	2	128051629	128051658	ERCC3
17362sorted	2	215674124	215674305	BARD1
17362sorted	3	10091057	10091190	FANCD2
17362sorted	3	10183531	10183872	VHL
17362sorted	3	14219965	14220069	XPC
17362sorted	3	27416012	27416014	SLC4A7
17362sorted	3	41925397	41925399	ULK4
17362sorted	3	87173323	87173325	rs17181170
17362sorted	3	128205645	128205875	GATA2
17362sorted	3	151899703	151899705	rs161792
17362sorted	3	169082632	169082634	MECOM
17362sorted	3	170130101	170130103	rs10936632
17362sorted	3	189356260	189356262	TP63
17362sorted	3	189383182	189383184	TP63
17362sorted	4	41747823	41748340	PHOX2B
17362sorted	4	84374479	84374481	HELQ
17362sorted	4	106061533	106061535	rs7679673
17362sorted	5	1895828	1895830	rs12653946
17362sorted	5	44365544	44365546	FGF10
17362sorted	5	44662514	44662516	rs4415084
17362sorted	5	56031883	56031885	rs889312
17362sorted	5	58407770	58407772	PDE4D
17362sorted	6	22140003	22140005	rs6939340
17362sorted	6	35420322	35420571	FANCE
17362sorted	7	6013029	6013174	PMS2
17362sorted	7	6018226	6018328	PMS2
17362sorted	7	50466303	50466305	IKZF1
17362sorted	7	55086970	55087059	EGFR
17362sorted	7	86983714	86983716	CROT
17362sorted	7	97816326	97816328	LMTK2
17362sorted	8	18272880	18272882	rs1495741
17362sorted	8	32432368	32432370	NRG1
17362sorted	8	90996752	90996790	NBN
17362sorted	8	145738600	145738865	RECQL4
17362sorted	8	145739311	145739492	RECQL4
17362sorted	8	145742797	145742893	RECQL4
17362sorted	8	145742985	145743020	RECQL4
17362sorted	8	145743084	145743169	RECQL4
17362sorted	9	100459402	100459575	XPA
17362sorted	10	43572706	43572780	RET
